1; 4; 0
2; 4; 0
3; 4; 0
4; 4; 0
5; 5; 0
6; 5; 0
7; 6; 0
8; 7; 0
9; 8; 0
10; 8; 0
11; 9; 0
12; 10; 0
13; 10; 0
14; 11; 0
15; 11; 0
16; 12; 0
17; 12; 0
18; 13; 0
19; 13; 0
20; 15; 0
21; 15; 0
22; 15; 0
23; 16; 0
24; 17; 0
25; 23; 0
26; 18; 0
27; 19; 0
28; 20; 0
29; 19; 0
30; 21; 0
31; 22; 0
32; 22; 0
33; 26; 0
34; 23; 0
35; 24; 0
36; 24; 0
37; 25; 0
38; 26; 0
39; 26; 0
40; 27; 0
41; 28; 0
42; 28; 0
43; 29; 0
44; 30; 0
45; 30; 0
46; 30; 0
47; 31; 0
48; 32; 0
49; 32; 0
50; 33; 0
51; 33; 0
52; 35; 0
53; 35; 0
54; 41; 0
55; 36; 0
56; 37; 0
57; 39; 0
58; 38; 0
59; 39; 0
60; 40; 0
61; 40; 0
62; 41; 0
63; 41; 0
64; 42; 0
65; 43; 0
66; 43; 0
67; 44; 0
68; 45; 0
69; 45; 0
70; 47; 0
71; 46; 0
72; 47; 0
73; 47; 0
74; 48; 0
75; 49; 0
76; 49; 0
77; 50; 0
78; 50; 0
79; 52; 0
80; 52; 0
81; 53; 0
82; 53; 0
83; 54; 0
84; 54; 0
85; 55; 0
86; 55; 0
87; 57; 0
88; 56; 0
89; 57; 0
90; 59; 0
91; 64; 0
92; 59; 0
93; 60; 0
94; 60; 0
95; 61; 0
96; 63; 0
97; 63; 0
98; 64; 0
99; 65; 0
100; 64; 0
101; 64; 0
102; 66; 0
103; 66; 0
104; 67; 0
105; 73; 0
106; 68; 0
107; 71; 0
108; 69; 0
109; 72; 0
110; 70; 0
111; 72; 0
112; 72; 0
113; 84; 0
114; 74; 0
115; 74; 0
116; 75; 0
117; 75; 0
118; 76; 0
119; 76; 0
120; 77; 0
121; 78; 0
122; 79; 0
123; 79; 0
124; 80; 0
125; 80; 0
126; 81; 0
127; 81; 0
128; 83; 0
129; 88; 0
